Character,Equip,Strategy,Blessing,Journeys,Turns,DPS,MaxHit,Stats
로자리아(패시브1lv)(일반3인),공격4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리",15,5147.96,36263.93,"{'atk': 8570.8275, 'spd': 169.0, 'cr': 0.35, 'cd': 0.5}"
로자리아(패시브1lv)(일반3인),공격4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,3718.06,18552.29,"{'atk': 8570.8275, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),공격4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,4149.18,23422.26,"{'atk': 8570.8275, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),공격4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,4490.17,42940.82,"{'atk': 8570.8275, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),공격4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리",5,4589.28,32731.02,"{'atk': 8396.6775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),공격4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리",10,4708.95,35007.4,"{'atk': 8396.6775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),공격4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리",15,4969.62,37568.34,"{'atk': 8396.6775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),공격4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,3623.01,18075.2,"{'atk': 8396.6775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),공격4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,4042.76,22819.94,"{'atk': 8396.6775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),공격4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,4374.89,41836.56,"{'atk': 8396.6775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),공격4+장벽2,Standard Rotation,AX,노페인 노게인 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,5,4491.21,31368.05,"{'atk': 8118.0375, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),공격4+장벽2,Standard Rotation,AX,노페인 노게인 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,10,5129.57,37622.4,"{'atk': 8118.0375, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),공격4+장벽2,Standard Rotation,AX,노페인 노게인 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,15,4826.9,33815.4,"{'atk': 8118.0375, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),공격4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,3623.01,18075.2,"{'atk': 8396.6775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),공격4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,4042.76,22819.94,"{'atk': 8396.6775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),공격4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,4374.89,41836.56,"{'atk': 8396.6775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+투지2,Standard Rotation,AX,노페인 노게인 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,5,4615.47,28812.48,"{'atk': 7595.587500000001, 'spd': 169.0, 'cr': 0.65, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+투지2,Standard Rotation,AX,노페인 노게인 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,10,4975.27,33033.0,"{'atk': 7595.587500000001, 'spd': 169.0, 'cr': 0.65, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+투지2,Standard Rotation,AX,노페인 노게인 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,15,5331.88,34522.59,"{'atk': 7595.587500000001, 'spd': 169.0, 'cr': 0.65, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,3741.74,16643.94,"{'atk': 7874.2275, 'spd': 169.0, 'cr': 0.65, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,4152.71,21012.98,"{'atk': 7874.2275, 'spd': 169.0, 'cr': 0.65, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,4488.75,38523.79,"{'atk': 7874.2275, 'spd': 169.0, 'cr': 0.65, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+보조2,Standard Rotation,AX,노페인 노게인 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,5,4478.37,27960.63,"{'atk': 7421.4375, 'spd': 169.0, 'cr': 0.65, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+보조2,Standard Rotation,AX,노페인 노게인 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,10,5095.58,33489.32,"{'atk': 7421.4375, 'spd': 169.0, 'cr': 0.65, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+보조2,Standard Rotation,AX,노페인 노게인 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,15,5086.85,32047.06,"{'atk': 7421.4375, 'spd': 169.0, 'cr': 0.65, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,3635.2,16166.86,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.65, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,4034.02,20410.66,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.65, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,4360.32,37419.54,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.65, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+장벽2,Standard Rotation,AX,"누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리",5,4711.68,30493.17,"{'atk': 7491.0975, 'spd': 169.0, 'cr': 0.59, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+장벽2,Standard Rotation,AX,"누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리",10,4669.6,30249.64,"{'atk': 7491.0975, 'spd': 169.0, 'cr': 0.59, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+장벽2,Standard Rotation,AX,"누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리",15,4751.4,30493.17,"{'atk': 7491.0975, 'spd': 169.0, 'cr': 0.59, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,3635.2,16166.86,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.65, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,4034.02,20410.66,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.65, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),통찰4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,4360.32,37419.54,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.65, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),파괴4+투지2,Standard Rotation,AX,노페인 노게인 | 완벽한 바니걸 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,5,4847.99,35350.4,"{'atk': 7595.587500000001, 'spd': 169.0, 'cr': 0.41, 'cd': 0.9}"
로자리아(패시브1lv)(일반3인),파괴4+투지2,Standard Rotation,AX,노페인 노게인 | 완벽한 바니걸 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,10,4978.7,37611.83,"{'atk': 7595.587500000001, 'spd': 169.0, 'cr': 0.41, 'cd': 0.9}"
로자리아(패시브1lv)(일반3인),파괴4+투지2,Standard Rotation,AX,노페인 노게인 | 완벽한 바니걸 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,15,5370.53,39307.9,"{'atk': 7595.587500000001, 'spd': 169.0, 'cr': 0.41, 'cd': 0.9}"
로자리아(패시브1lv)(일반3인),파괴4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,3738.67,20111.43,"{'atk': 7874.2275, 'spd': 169.0, 'cr': 0.35, 'cd': 1.02}"
로자리아(패시브1lv)(일반3인),파괴4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,4212.94,25173.96,"{'atk': 7874.2275, 'spd': 169.0, 'cr': 0.35, 'cd': 1.02}"
로자리아(패시브1lv)(일반3인),파괴4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,4579.59,46152.27,"{'atk': 7874.2275, 'spd': 169.0, 'cr': 0.35, 'cd': 1.02}"
로자리아(패시브1lv)(일반3인),파괴4+보조2,Standard Rotation,AX,노페인 노게인 | 완벽한 바니걸 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,5,4428.87,31836.36,"{'atk': 7421.4375, 'spd': 169.0, 'cr': 0.41, 'cd': 0.9}"
로자리아(패시브1lv)(일반3인),파괴4+보조2,Standard Rotation,AX,노페인 노게인 | 완벽한 바니걸 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,10,4830.23,36489.22,"{'atk': 7421.4375, 'spd': 169.0, 'cr': 0.41, 'cd': 0.9}"
로자리아(패시브1lv)(일반3인),파괴4+보조2,Standard Rotation,AX,노페인 노게인 | 완벽한 바니걸 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,15,5122.95,36489.22,"{'atk': 7421.4375, 'spd': 169.0, 'cr': 0.41, 'cd': 0.9}"
로자리아(패시브1lv)(일반3인),파괴4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,3632.21,19534.95,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 1.02}"
로자리아(패시브1lv)(일반3인),파괴4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,4092.53,24452.37,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 1.02}"
로자리아(패시브1lv)(일반3인),파괴4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,4448.55,44829.35,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 1.02}"
로자리아(패시브1lv)(일반3인),파괴4+장벽2,Standard Rotation,AX,노페인 노게인 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,5,4602.31,35045.28,"{'atk': 7421.4375, 'spd': 169.0, 'cr': 0.35, 'cd': 0.9}"
로자리아(패시브1lv)(일반3인),파괴4+장벽2,Standard Rotation,AX,노페인 노게인 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,10,4805.79,38868.95,"{'atk': 7421.4375, 'spd': 169.0, 'cr': 0.35, 'cd': 0.9}"
로자리아(패시브1lv)(일반3인),파괴4+장벽2,Standard Rotation,AX,노페인 노게인 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,15,4756.01,36245.02,"{'atk': 7421.4375, 'spd': 169.0, 'cr': 0.35, 'cd': 0.9}"
로자리아(패시브1lv)(일반3인),파괴4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,3632.21,19534.95,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 1.02}"
로자리아(패시브1lv)(일반3인),파괴4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,4092.53,24452.37,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 1.02}"
로자리아(패시브1lv)(일반3인),파괴4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,4448.55,44829.35,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 1.02}"
로자리아(패시브1lv)(일반3인),체력4+투지2,Standard Rotation,AX,노페인 노게인 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,5,4039.87,27814.03,"{'atk': 7595.587500000001, 'spd': 169.0, 'cr': 0.35, 'cd': 0.5}"
로자리아(패시브1lv)(일반3인),체력4+투지2,Standard Rotation,AX,노페인 노게인 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,10,4598.9,33523.59,"{'atk': 7595.587500000001, 'spd': 169.0, 'cr': 0.35, 'cd': 0.5}"
로자리아(패시브1lv)(일반3인),체력4+투지2,Standard Rotation,AX,노페인 노게인 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,15,4343.47,31256.01,"{'atk': 7595.587500000001, 'spd': 169.0, 'cr': 0.35, 'cd': 0.5}"
로자리아(패시브1lv)(일반3인),체력4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,3337.88,16643.94,"{'atk': 7874.2275, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),체력4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,3723.5,21012.98,"{'atk': 7874.2275, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),체력4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,4029.03,38523.79,"{'atk': 7874.2275, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),체력4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리",5,4320.59,29723.32,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.5}"
로자리아(패시브1lv)(일반3인),체력4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리",10,4376.42,31627.07,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.5}"
로자리아(패시브1lv)(일반3인),체력4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리",15,4337.0,29723.32,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.5}"
로자리아(패시브1lv)(일반3인),체력4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,3242.83,16166.86,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),체력4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,3617.08,20410.66,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),체력4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,3913.75,37419.54,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),체력4+장벽2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리",5,4320.59,29723.32,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.5}"
로자리아(패시브1lv)(일반3인),체력4+장벽2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리",10,4270.84,29485.35,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.5}"
로자리아(패시브1lv)(일반3인),체력4+장벽2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리",15,4337.0,29723.32,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.5}"
로자리아(패시브1lv)(일반3인),체력4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,3242.83,16166.86,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),체력4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,3617.08,20410.66,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
로자리아(패시브1lv)(일반3인),체력4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,3913.75,37419.54,"{'atk': 7700.0775, 'spd': 169.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,2670.76,20674.16,"{'atk': 9321.36, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,2945.32,21950.18,"{'atk': 9321.36, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,3058.33,21950.18,"{'atk': 9321.36, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,2929.48,23471.02,"{'atk': 9321.36, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,3375.6,27027.23,"{'atk': 9321.36, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,3506.33,27027.23,"{'atk': 9321.36, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,2609.08,20191.46,"{'atk': 9148.560000000001, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,2877.16,21443.74,"{'atk': 9148.560000000001, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,2987.49,21443.74,"{'atk': 9148.560000000001, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,2861.58,22921.26,"{'atk': 9148.560000000001, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,3296.9,26394.18,"{'atk': 9148.560000000001, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,3424.45,26394.18,"{'atk': 9148.560000000001, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+장벽2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,2609.08,20191.46,"{'atk': 9148.560000000001, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+장벽2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,2877.16,21443.74,"{'atk': 9148.560000000001, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+장벽2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,2987.49,21443.74,"{'atk': 9148.560000000001, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,2861.58,22921.26,"{'atk': 9148.560000000001, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,3296.9,26394.18,"{'atk': 9148.560000000001, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,공격4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,3424.45,26394.18,"{'atk': 9148.560000000001, 'spd': 160.0, 'cr': 0.35, 'cd': 0.62}"
유미나,통찰4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,2812.8,18743.35,"{'atk': 8630.16, 'spd': 160.0, 'cr': 0.65, 'cd': 0.62}"
유미나,통찰4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,3061.61,19924.41,"{'atk': 8630.16, 'spd': 160.0, 'cr': 0.65, 'cd': 0.62}"
유미나,통찰4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",15,3136.13,19924.41,"{'atk': 8630.16, 'spd': 160.0, 'cr': 0.65, 'cd': 0.62}"
유미나,통찰4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",5,3057.43,21272.0,"{'atk': 8630.16, 'spd': 160.0, 'cr': 0.65, 'cd': 0.62}"
유미나,통찰4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 깊은 애도 | 메이드 바이 페트라 | 불굴의 역작",10,3488.13,24495.03,"{'atk': 8630.16, 'spd': 160.0, 'cr': 0.65, 'cd': 0.62}"
