Character,Equip,Strategy,Blessing,Journeys,Turns,DPS,MaxHit,Stats
샤를,파괴4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",10,2302.02,23630.24,"{'atk': 8434.645, 'spd': 150.0, 'cr': 0.47, 'cd': 1.1400000000000001}"
샤를,파괴4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",15,2373.26,23630.24,"{'atk': 8434.645, 'spd': 150.0, 'cr': 0.47, 'cd': 1.1400000000000001}"
샤를,체력4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",5,1934.52,16085.58,"{'atk': 8606.744999999999, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
샤를,체력4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",10,2104.97,23047.35,"{'atk': 8606.744999999999, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
샤를,체력4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",15,2109.86,23047.35,"{'atk': 8606.744999999999, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
샤를,체력4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",5,1934.52,16085.58,"{'atk': 8606.744999999999, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
샤를,체력4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",10,2098.8,20014.8,"{'atk': 8606.744999999999, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
샤를,체력4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",15,2163.83,20014.8,"{'atk': 8606.744999999999, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
샤를,체력4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",5,1885.5,15675.88,"{'atk': 8434.645, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
샤를,체력4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",10,2051.41,22457.64,"{'atk': 8434.645, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
샤를,체력4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",15,2056.22,22457.64,"{'atk': 8434.645, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
샤를,체력4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",5,1885.5,15675.88,"{'atk': 8434.645, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
샤를,체력4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",10,2045.3,19502.68,"{'atk': 8434.645, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
샤를,체력4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",15,2108.6,19502.68,"{'atk': 8434.645, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
샤를,체력4+장벽2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",5,1885.5,15675.88,"{'atk': 8434.645, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
샤를,체력4+장벽2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",10,2051.41,22457.64,"{'atk': 8434.645, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
샤를,체력4+장벽2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",15,2056.22,22457.64,"{'atk': 8434.645, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
샤를,체력4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",5,1885.5,15675.88,"{'atk': 8434.645, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
샤를,체력4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",10,2045.3,19502.68,"{'atk': 8434.645, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
샤를,체력4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 완벽한 바니걸 | 메이드 바이 페트라 | 불굴의 역작",15,2108.6,19502.68,"{'atk': 8434.645, 'spd': 150.0, 'cr': 0.47, 'cd': 0.74}"
스마일(보스1인),공격4+투지2,Standard Rotation,AX,노페인 노게인 | 허수의 개척자 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,5,2180.03,24868.61,"{'atk': 8942.7075, 'spd': 160.0, 'cr': 0.29, 'cd': 0.62}"
스마일(보스1인),공격4+투지2,Standard Rotation,AX,노페인 노게인 | 허수의 개척자 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,10,2222.41,25891.69,"{'atk': 8942.7075, 'spd': 160.0, 'cr': 0.29, 'cd': 0.62}"
스마일(보스1인),공격4+투지2,Standard Rotation,AX,노페인 노게인 | 허수의 개척자 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,15,2241.07,26403.23,"{'atk': 8942.7075, 'spd': 160.0, 'cr': 0.29, 'cd': 0.62}"
스마일(보스1인),공격4+투지2,No-Ult AX Stacking,AX,"누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리",5,1982.19,19317.95,"{'atk': 9010.6875, 'spd': 160.0, 'cr': 0.22999999999999998, 'cd': 0.5}"
스마일(보스1인),공격4+투지2,No-Ult AX Stacking,AX,"누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리",10,2159.09,18948.19,"{'atk': 9010.6875, 'spd': 160.0, 'cr': 0.22999999999999998, 'cd': 0.5}"
스마일(보스1인),공격4+투지2,No-Ult AX Stacking,AX,"누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리",15,2301.83,20057.47,"{'atk': 9010.6875, 'spd': 160.0, 'cr': 0.22999999999999998, 'cd': 0.5}"
스마일(보스1인),공격4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",5,2150.56,24000.86,"{'atk': 9044.6775, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),공격4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",10,2250.18,24485.14,"{'atk': 9044.6775, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),공격4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",15,2238.29,24969.42,"{'atk': 9044.6775, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),공격4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라",5,1990.71,18667.03,"{'atk': 9044.6775, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),공격4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라",10,2195.64,18667.03,"{'atk': 9044.6775, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),공격4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라",15,2269.57,18667.03,"{'atk': 9044.6775, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),공격4+장벽2,Standard Rotation,AX,"누각 위, 유리달 맞이 | 허수의 개척자 | 완벽한 바니걸 | 메이드 바이 페트라 | 피의 메아리",5,2105.67,23318.07,"{'atk': 8840.7375, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),공격4+장벽2,Standard Rotation,AX,"누각 위, 유리달 맞이 | 허수의 개척자 | 완벽한 바니걸 | 메이드 바이 페트라 | 피의 메아리",10,2140.51,23787.51,"{'atk': 8840.7375, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),공격4+장벽2,Standard Rotation,AX,"누각 위, 유리달 맞이 | 허수의 개척자 | 완벽한 바니걸 | 메이드 바이 페트라 | 피의 메아리",15,2110.47,23318.07,"{'atk': 8840.7375, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),공격4+장벽2,No-Ult AX Stacking,AX,노페인 노게인 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,5,1933.46,18314.72,"{'atk': 8772.7575, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),공격4+장벽2,No-Ult AX Stacking,AX,노페인 노게인 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,10,2239.7,19740.59,"{'atk': 8772.7575, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),공격4+장벽2,No-Ult AX Stacking,AX,노페인 노게인 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,15,2199.15,18314.72,"{'atk': 8772.7575, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),통찰4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",5,2230.72,22293.9,"{'atk': 8534.8275, 'spd': 160.0, 'cr': 0.5900000000000001, 'cd': 0.5}"
스마일(보스1인),통찰4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",10,2310.3,23635.42,"{'atk': 8534.8275, 'spd': 160.0, 'cr': 0.5900000000000001, 'cd': 0.5}"
스마일(보스1인),통찰4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",15,2372.94,23635.42,"{'atk': 8534.8275, 'spd': 160.0, 'cr': 0.5900000000000001, 'cd': 0.5}"
스마일(보스1인),통찰4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",5,2037.24,18024.42,"{'atk': 8534.8275, 'spd': 160.0, 'cr': 0.5900000000000001, 'cd': 0.5}"
스마일(보스1인),통찰4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",10,2263.36,18710.78,"{'atk': 8534.8275, 'spd': 160.0, 'cr': 0.5900000000000001, 'cd': 0.5}"
스마일(보스1인),통찰4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",15,2366.09,19053.95,"{'atk': 8534.8275, 'spd': 160.0, 'cr': 0.5900000000000001, 'cd': 0.5}"
스마일(보스1인),통찰4+보조2,Standard Rotation,AX,"누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리",5,2163.15,22572.47,"{'atk': 8160.9375, 'spd': 160.0, 'cr': 0.53, 'cd': 0.62}"
스마일(보스1인),통찰4+보조2,Standard Rotation,AX,"누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리",10,2269.36,23923.98,"{'atk': 8160.9375, 'spd': 160.0, 'cr': 0.53, 'cd': 0.62}"
스마일(보스1인),통찰4+보조2,Standard Rotation,AX,"누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리",15,2278.1,23923.98,"{'atk': 8160.9375, 'spd': 160.0, 'cr': 0.53, 'cd': 0.62}"
스마일(보스1인),통찰4+보조2,No-Ult AX Stacking,AX,노페인 노게인 | 허수의 개척자 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,5,1965.48,17363.46,"{'atk': 8092.9574999999995, 'spd': 160.0, 'cr': 0.5900000000000001, 'cd': 0.62}"
스마일(보스1인),통찰4+보조2,No-Ult AX Stacking,AX,노페인 노게인 | 허수의 개척자 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,10,2200.55,18730.11,"{'atk': 8092.9574999999995, 'spd': 160.0, 'cr': 0.5900000000000001, 'cd': 0.62}"
스마일(보스1인),통찰4+보조2,No-Ult AX Stacking,AX,노페인 노게인 | 허수의 개척자 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,15,2315.38,19071.77,"{'atk': 8092.9574999999995, 'spd': 160.0, 'cr': 0.5900000000000001, 'cd': 0.62}"
스마일(보스1인),통찰4+장벽2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",5,2211.59,22159.72,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.5900000000000001, 'cd': 0.5}"
스마일(보스1인),통찰4+장벽2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",10,2193.91,21724.91,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.5900000000000001, 'cd': 0.5}"
스마일(보스1인),통찰4+장벽2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",15,2259.9,23029.33,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.5900000000000001, 'cd': 0.5}"
스마일(보스1인),통찰4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",5,2011.5,17896.13,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.5900000000000001, 'cd': 0.5}"
스마일(보스1인),통찰4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",10,2205.87,17896.13,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.5900000000000001, 'cd': 0.5}"
스마일(보스1인),통찰4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",15,2254.5,18229.81,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.5900000000000001, 'cd': 0.5}"
스마일(보스1인),파괴4+투지2,Standard Rotation,AX,노페인 노게인 | 허수의 개척자 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,5,2122.07,27560.5,"{'atk': 8262.907500000001, 'spd': 160.0, 'cr': 0.29, 'cd': 1.02}"
스마일(보스1인),파괴4+투지2,Standard Rotation,AX,노페인 노게인 | 허수의 개척자 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,10,2145.68,27560.5,"{'atk': 8262.907500000001, 'spd': 160.0, 'cr': 0.29, 'cd': 1.02}"
스마일(보스1인),파괴4+투지2,Standard Rotation,AX,노페인 노게인 | 허수의 개척자 | 메이드 바이 페트라 | 불굴의 역작 | 피의 메아리,15,2139.46,27560.5,"{'atk': 8262.907500000001, 'spd': 160.0, 'cr': 0.29, 'cd': 1.02}"
스마일(보스1인),파괴4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라",5,2039.25,21541.22,"{'atk': 8534.8275, 'spd': 160.0, 'cr': 0.29, 'cd': 0.9}"
스마일(보스1인),파괴4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라",10,2253.88,21541.22,"{'atk': 8534.8275, 'spd': 160.0, 'cr': 0.29, 'cd': 0.9}"
스마일(보스1인),파괴4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라",15,2340.61,21541.22,"{'atk': 8534.8275, 'spd': 160.0, 'cr': 0.29, 'cd': 0.9}"
스마일(보스1인),파괴4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 완벽한 바니걸 | 메이드 바이 페트라",5,2162.64,25911.14,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.35, 'cd': 0.9}"
스마일(보스1인),파괴4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 완벽한 바니걸 | 메이드 바이 페트라",10,2167.18,25911.14,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.35, 'cd': 0.9}"
스마일(보스1인),파괴4+보조2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 완벽한 바니걸 | 메이드 바이 페트라",15,2159.91,25911.14,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.35, 'cd': 0.9}"
스마일(보스1인),파괴4+보조2,No-Ult AX Stacking,AX,노페인 노게인 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,5,1957.14,21297.36,"{'atk': 8092.9574999999995, 'spd': 160.0, 'cr': 0.29, 'cd': 0.9}"
스마일(보스1인),파괴4+보조2,No-Ult AX Stacking,AX,노페인 노게인 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,10,2172.04,21297.36,"{'atk': 8092.9574999999995, 'spd': 160.0, 'cr': 0.29, 'cd': 0.9}"
스마일(보스1인),파괴4+보조2,No-Ult AX Stacking,AX,노페인 노게인 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,15,2281.57,22088.78,"{'atk': 8092.9574999999995, 'spd': 160.0, 'cr': 0.29, 'cd': 0.9}"
스마일(보스1인),파괴4+장벽2,Standard Rotation,AX,노페인 노게인 | 허수의 개척자 | 완벽한 바니걸 | 메이드 바이 페트라 | 피의 메아리,5,2120.96,25860.49,"{'atk': 8092.9574999999995, 'spd': 160.0, 'cr': 0.35, 'cd': 0.9}"
스마일(보스1인),파괴4+장벽2,Standard Rotation,AX,노페인 노게인 | 허수의 개척자 | 완벽한 바니걸 | 메이드 바이 페트라 | 피의 메아리,10,2225.48,27407.35,"{'atk': 8092.9574999999995, 'spd': 160.0, 'cr': 0.35, 'cd': 0.9}"
스마일(보스1인),파괴4+장벽2,Standard Rotation,AX,노페인 노게인 | 허수의 개척자 | 완벽한 바니걸 | 메이드 바이 페트라 | 피의 메아리,15,2152.96,26376.11,"{'atk': 8092.9574999999995, 'spd': 160.0, 'cr': 0.35, 'cd': 0.9}"
스마일(보스1인),파괴4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라",5,1987.64,20990.84,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.29, 'cd': 0.9}"
스마일(보스1인),파괴4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라",10,2196.55,20990.84,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.29, 'cd': 0.9}"
스마일(보스1인),파괴4+장벽2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라",15,2280.98,20990.84,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.29, 'cd': 0.9}"
스마일(보스1인),체력4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",5,1995.34,21846.73,"{'atk': 8534.8275, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),체력4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",10,2018.52,21846.73,"{'atk': 8534.8275, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),체력4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",15,2031.52,22293.9,"{'atk': 8534.8275, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),체력4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라",5,1850.26,17338.06,"{'atk': 8534.8275, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),체력4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라",10,2039.96,17338.06,"{'atk': 8534.8275, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),체력4+투지2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라",15,2108.42,17338.06,"{'atk': 8534.8275, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),체력4+보조2,Standard Rotation,AX,"누각 위, 유리달 맞이 | 허수의 개척자 | 완벽한 바니걸 | 메이드 바이 페트라 | 피의 메아리",5,1860.09,20202.21,"{'atk': 8160.9375, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),체력4+보조2,Standard Rotation,AX,"누각 위, 유리달 맞이 | 허수의 개척자 | 완벽한 바니걸 | 메이드 바이 페트라 | 피의 메아리",10,1921.15,21042.13,"{'atk': 8160.9375, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),체력4+보조2,Standard Rotation,AX,"누각 위, 유리달 맞이 | 허수의 개척자 | 완벽한 바니걸 | 메이드 바이 페트라 | 피의 메아리",15,1991.07,21882.05,"{'atk': 8160.9375, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),체력4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라",5,1803.44,16895.07,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),체력4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라",10,1988.07,16895.07,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),체력4+보조2,No-Ult AX Stacking,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라",15,2054.7,16895.07,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),체력4+장벽2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",5,1945.02,21290.11,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),체력4+장벽2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",10,2014.8,22594.52,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),체력4+장벽2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",15,2047.35,23029.33,"{'atk': 8364.8775, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),체력4+장벽2,No-Ult AX Stacking,AX,노페인 노게인 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,5,1737.0,16504.78,"{'atk': 8092.9574999999995, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),체력4+장벽2,No-Ult AX Stacking,AX,노페인 노게인 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,10,1953.31,16823.28,"{'atk': 8092.9574999999995, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(보스1인),체력4+장벽2,No-Ult AX Stacking,AX,노페인 노게인 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,15,2102.63,17778.77,"{'atk': 8092.9574999999995, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(일반3인),공격4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",5,2282.32,25066.49,"{'atk': 9214.6275, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(일반3인),공격4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",10,2366.36,26059.79,"{'atk': 9214.6275, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(일반3인),공격4+투지2,Standard Rotation,AX,"노페인 노게인 | 누각 위, 유리달 맞이 | 허수의 개척자 | 메이드 바이 페트라 | 피의 메아리",15,2405.05,26059.79,"{'atk': 9214.6275, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
스마일(일반3인),공격4+투지2,No-Ult AX Stacking,AX,노페인 노게인 | 허수의 개척자 | 깊은 애도 | 메이드 바이 페트라 | 피의 메아리,5,2017.01,19499.12,"{'atk': 8942.7075, 'spd': 160.0, 'cr': 0.29, 'cd': 0.5}"
